id,source_id_x,condition_id,drug_id,condition_name,source_id_y,url,drug_name,wiki_url,drugbank_url
5287,1,1174,DB00005,spondylitis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5311,1,1174,DB00005,spondylitis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5281,1,1216,DB00005,polyarthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5305,1,1216,DB00005,polyarthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5295,1,1418,DB00005,behçet's disease,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5319,1,1418,DB00005,behçet's disease,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5278,1,777,DB00005,connective tissue disease,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5302,1,777,DB00005,connective tissue disease,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5285,1,1466,DB00005,sjögren's syndrome,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5309,1,1466,DB00005,sjögren's syndrome,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5286,1,767,DB00005,psoriatic arthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5310,1,767,DB00005,psoriatic arthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5292,1,1325,DB00005,psoriasis-related juvenile idiopathic arthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5316,1,1325,DB00005,psoriasis-related juvenile idiopathic arthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5280,1,1191,DB00005,guttate psoriasis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5304,1,1191,DB00005,guttate psoriasis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5279,1,723,DB00005,systemic-onset juvenile idiopathic arthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5303,1,723,DB00005,systemic-onset juvenile idiopathic arthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5282,1,1322,DB00005,chronic recurrent multifocal osteomyelitis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5306,1,1322,DB00005,chronic recurrent multifocal osteomyelitis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5283,1,593,DB00005,polymyalgia rheumatica,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5307,1,593,DB00005,polymyalgia rheumatica,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5289,1,733,DB00005,autosomal dominant familial periodic fever,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5313,1,733,DB00005,autosomal dominant familial periodic fever,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5290,1,1226,DB00005,palindromic rheumatism,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5314,1,1226,DB00005,palindromic rheumatism,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5297,1,1142,DB00005,reactive arthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5321,1,1142,DB00005,reactive arthritis,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5301,1,1443,DB00005,pityriasis rubra pilaris,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
5325,1,1443,DB00005,pityriasis rubra pilaris,1,,etanercept,http://www.wikidata.org/entity/Q415343,https://go.drugbank.com/drugs/DB00005
576,2,29,DB00814,rheumatoid arthritis,2,https://www.webmd.com/drugs/2/condition-2805/rheumatoid%20arthritis,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4666,1,587,DB00814,osteoarthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4670,1,587,DB00814,osteoarthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4674,1,587,DB00814,osteoarthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4678,1,587,DB00814,osteoarthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4682,1,587,DB00814,osteoarthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4686,1,587,DB00814,osteoarthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4690,1,587,DB00814,osteoarthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4667,1,1364,DB00814,osteoarthritis susceptibility 1,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4671,1,1364,DB00814,osteoarthritis susceptibility 1,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4675,1,1364,DB00814,osteoarthritis susceptibility 1,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4679,1,1364,DB00814,osteoarthritis susceptibility 1,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4683,1,1364,DB00814,osteoarthritis susceptibility 1,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4687,1,1364,DB00814,osteoarthritis susceptibility 1,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4691,1,1364,DB00814,osteoarthritis susceptibility 1,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4669,1,655,DB00814,arthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4673,1,655,DB00814,arthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4677,1,655,DB00814,arthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4681,1,655,DB00814,arthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4685,1,655,DB00814,arthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4689,1,655,DB00814,arthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4693,1,655,DB00814,arthritis,1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4668,1,1132,DB00814,"desmoid disease, hereditary",1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4672,1,1132,DB00814,"desmoid disease, hereditary",1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4676,1,1132,DB00814,"desmoid disease, hereditary",1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4680,1,1132,DB00814,"desmoid disease, hereditary",1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4684,1,1132,DB00814,"desmoid disease, hereditary",1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4688,1,1132,DB00814,"desmoid disease, hereditary",1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
4692,1,1132,DB00814,"desmoid disease, hereditary",1,,meloxicam,http://www.wikidata.org/entity/Q414028,https://go.drugbank.com/drugs/DB00814
844,2,29,DB01281,rheumatoid arthritis,2,https://www.webmd.com/drugs/2/condition-2805/rheumatoid%20arthritis,abatacept,http://www.wikidata.org/entity/Q2697833,https://go.drugbank.com/drugs/DB01281
5245,1,655,DB01281,arthritis,1,,abatacept,http://www.wikidata.org/entity/Q2697833,https://go.drugbank.com/drugs/DB01281
5244,1,1216,DB01281,polyarthritis,1,,abatacept,http://www.wikidata.org/entity/Q2697833,https://go.drugbank.com/drugs/DB01281
951,2,29,DB00051,rheumatoid arthritis,2,https://www.webmd.com/drugs/2/condition-2805/rheumatoid%20arthritis,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
949,2,199,DB00051,sarcoidosis,2,https://www.webmd.com/drugs/2/condition-404/sarcoidosis,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
950,2,556,DB00051,oligoarticular juvenile idiopathic arthritis,2,https://www.webmd.com/drugs/2/condition-14982/oligoarticular%20juvenile%20idiopathic%20arthritis,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9172,1,1007,DB00051,ankylosing spondylitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9191,1,1007,DB00051,ankylosing spondylitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9176,1,658,DB00051,arthropathy,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9195,1,658,DB00051,arthropathy,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9177,1,1215,DB00051,rheumatoid arthritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9196,1,1215,DB00051,rheumatoid arthritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9181,1,1364,DB00051,osteoarthritis susceptibility 1,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9200,1,1364,DB00051,osteoarthritis susceptibility 1,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9183,1,655,DB00051,arthritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9202,1,655,DB00051,arthritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9180,1,1423,DB00051,colitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9199,1,1423,DB00051,colitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9182,1,897,DB00051,uveitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9201,1,897,DB00051,uveitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9168,1,674,DB00051,iritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9187,1,674,DB00051,iritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9175,1,1298,DB00051,ulcerative colitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9194,1,1298,DB00051,ulcerative colitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9174,1,1174,DB00051,spondylitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9193,1,1174,DB00051,spondylitis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9170,1,1216,DB00051,polyarthritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9189,1,1216,DB00051,polyarthritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9178,1,1418,DB00051,behçet's disease,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9197,1,1418,DB00051,behçet's disease,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9171,1,577,DB00051,irritable bowel syndrome,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9190,1,577,DB00051,irritable bowel syndrome,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9185,1,1317,DB00051,pyoderma gangrenosum,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9204,1,1317,DB00051,pyoderma gangrenosum,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9173,1,1466,DB00051,sjögren's syndrome,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9192,1,1466,DB00051,sjögren's syndrome,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9169,1,1191,DB00051,guttate psoriasis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9188,1,1191,DB00051,guttate psoriasis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9179,1,1142,DB00051,reactive arthritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9198,1,1142,DB00051,reactive arthritis,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9184,1,1443,DB00051,pityriasis rubra pilaris,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9203,1,1443,DB00051,pityriasis rubra pilaris,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9167,1,1166,DB00051,granuloma annulare,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
9186,1,1166,DB00051,granuloma annulare,1,,adalimumab,http://www.wikidata.org/entity/Q348260,https://go.drugbank.com/drugs/DB00051
35,2,142,DB01050,insomnia,2,https://www.webmd.com/drugs/2/condition-3063/insomnia,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
36,2,279,DB01050,sinus headache,2,https://www.webmd.com/drugs/2/condition-3156/sinus%20headache,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
37,2,24,DB01050,postoperative acute pain,2,https://www.webmd.com/drugs/2/condition-3081/postoperative%20acute%20pain,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
38,2,211,DB01050,patent ductus arteriosus,2,https://www.webmd.com/drugs/2/condition-2925/patent%20ductus%20arteriosus,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
39,2,100,DB01050,minor musculoskeletal injury,2,https://www.webmd.com/drugs/2/condition-14386/minor%20musculoskeletal%20injury,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1849,1,587,DB01050,osteoarthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1871,1,587,DB01050,osteoarthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1893,1,587,DB01050,osteoarthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2035,1,587,DB01050,osteoarthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2057,1,587,DB01050,osteoarthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2460,1,587,DB01050,osteoarthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1851,1,994,DB01050,pain,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1873,1,994,DB01050,pain,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1895,1,994,DB01050,pain,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2037,1,994,DB01050,pain,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2059,1,994,DB01050,pain,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2462,1,994,DB01050,pain,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1857,1,1007,DB01050,ankylosing spondylitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1879,1,1007,DB01050,ankylosing spondylitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1901,1,1007,DB01050,ankylosing spondylitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2043,1,1007,DB01050,ankylosing spondylitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2065,1,1007,DB01050,ankylosing spondylitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2468,1,1007,DB01050,ankylosing spondylitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1858,1,1320,DB01050,gout,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1880,1,1320,DB01050,gout,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1902,1,1320,DB01050,gout,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2044,1,1320,DB01050,gout,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2066,1,1320,DB01050,gout,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2469,1,1320,DB01050,gout,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1860,1,612,DB01050,migraine disorder,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1882,1,612,DB01050,migraine disorder,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1904,1,612,DB01050,migraine disorder,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2046,1,612,DB01050,migraine disorder,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2068,1,612,DB01050,migraine disorder,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2471,1,612,DB01050,migraine disorder,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1862,1,811,DB01050,inflammation,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1884,1,811,DB01050,inflammation,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1906,1,811,DB01050,inflammation,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2048,1,811,DB01050,inflammation,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2070,1,811,DB01050,inflammation,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2473,1,811,DB01050,inflammation,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1864,1,1215,DB01050,rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1886,1,1215,DB01050,rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1908,1,1215,DB01050,rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2050,1,1215,DB01050,rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2072,1,1215,DB01050,rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2475,1,1215,DB01050,rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1866,1,1149,DB01050,juvenile rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1888,1,1149,DB01050,juvenile rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1910,1,1149,DB01050,juvenile rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2052,1,1149,DB01050,juvenile rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2074,1,1149,DB01050,juvenile rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2477,1,1149,DB01050,juvenile rheumatoid arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1867,1,1364,DB01050,osteoarthritis susceptibility 1,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1889,1,1364,DB01050,osteoarthritis susceptibility 1,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1911,1,1364,DB01050,osteoarthritis susceptibility 1,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2053,1,1364,DB01050,osteoarthritis susceptibility 1,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2075,1,1364,DB01050,osteoarthritis susceptibility 1,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2478,1,1364,DB01050,osteoarthritis susceptibility 1,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1868,1,655,DB01050,arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1890,1,655,DB01050,arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1912,1,655,DB01050,arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2054,1,655,DB01050,arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2076,1,655,DB01050,arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2479,1,655,DB01050,arthritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1869,1,973,DB01050,fibromyalgia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1891,1,973,DB01050,fibromyalgia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1913,1,973,DB01050,fibromyalgia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2055,1,973,DB01050,fibromyalgia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2077,1,973,DB01050,fibromyalgia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2480,1,973,DB01050,fibromyalgia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1852,1,981,DB01050,gastroenteritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1874,1,981,DB01050,gastroenteritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1896,1,981,DB01050,gastroenteritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2038,1,981,DB01050,gastroenteritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2060,1,981,DB01050,gastroenteritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2463,1,981,DB01050,gastroenteritis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1854,1,918,DB01050,hyperthermia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1876,1,918,DB01050,hyperthermia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1898,1,918,DB01050,hyperthermia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2040,1,918,DB01050,hyperthermia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2062,1,918,DB01050,hyperthermia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2465,1,918,DB01050,hyperthermia,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1856,1,1347,DB01050,sinusitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1878,1,1347,DB01050,sinusitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1900,1,1347,DB01050,sinusitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2042,1,1347,DB01050,sinusitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2064,1,1347,DB01050,sinusitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
2467,1,1347,DB01050,sinusitis,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1865,1,1315,DB01050,sleep-wake disorder,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
1887,1,1315,DB01050,sleep-wake disorder,1,,ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
