id,name,wiki_url,drugbank_url
DB00959,Methylprednisolone,http://www.wikidata.org/entity/Q417222,https://go.drugbank.com/drugs/DB00959
DB00960,Pindolol,,https://go.drugbank.com/drugs/DB00960
DB00961,Mepivacaine,,https://go.drugbank.com/drugs/DB00961
DB00962,Zaleplon,http://www.wikidata.org/entity/Q145052,https://go.drugbank.com/drugs/DB00962
DB00963,Bromfenac,http://www.wikidata.org/entity/Q2487682,https://go.drugbank.com/drugs/DB00963
DB00964,Apraclonidine,http://www.wikidata.org/entity/Q4781812,https://go.drugbank.com/drugs/DB00964
DB00965,"Ethiodized oil",,https://go.drugbank.com/drugs/DB00965
DB00966,Telmisartan,http://www.wikidata.org/entity/Q733186,https://go.drugbank.com/drugs/DB00966
DB00967,Desloratadine,http://www.wikidata.org/entity/Q418060,https://go.drugbank.com/drugs/DB00967
DB00968,Methyldopa,,https://go.drugbank.com/drugs/DB00968
DB00969,Alosetron,http://www.wikidata.org/entity/Q416463,https://go.drugbank.com/drugs/DB00969
DB00970,Dactinomycin,http://www.wikidata.org/entity/Q186127,https://go.drugbank.com/drugs/DB00970
DB00971,"Selenium Sulfide",http://www.wikidata.org/entity/Q419375,https://go.drugbank.com/drugs/DB00971
DB00972,Azelastine,http://www.wikidata.org/entity/Q419820,https://go.drugbank.com/drugs/DB00972
DB00973,Ezetimibe,http://www.wikidata.org/entity/Q417997,https://go.drugbank.com/drugs/DB00973
DB00974,"Edetic acid",,https://go.drugbank.com/drugs/DB00974
DB00975,Dipyridamole,,https://go.drugbank.com/drugs/DB00975
DB00976,Telithromycin,,https://go.drugbank.com/drugs/DB00976
DB00977,Ethinylestradiol,,https://go.drugbank.com/drugs/DB00977
DB00978,Lomefloxacin,,https://go.drugbank.com/drugs/DB00978
DB00979,Cyclopentolate,,https://go.drugbank.com/drugs/DB00979
DB00980,Ramelteon,http://www.wikidata.org/entity/Q417689,https://go.drugbank.com/drugs/DB00980
DB00981,Physostigmine,,https://go.drugbank.com/drugs/DB00981
DB00982,Isotretinoin,http://www.wikidata.org/entity/Q287029,https://go.drugbank.com/drugs/DB00982
DB00983,Formoterol,http://www.wikidata.org/entity/Q637247,https://go.drugbank.com/drugs/DB00983
DB00984,"Nandrolone phenpropionate",,https://go.drugbank.com/drugs/DB00984
DB00985,Dimenhydrinate,,https://go.drugbank.com/drugs/DB00985
DB00986,Glycopyrronium,,https://go.drugbank.com/drugs/DB00986
DB00987,Cytarabine,http://www.wikidata.org/entity/Q180983,https://go.drugbank.com/drugs/DB00987
DB00988,Dopamine,,https://go.drugbank.com/drugs/DB00988
DB00989,Rivastigmine,http://www.wikidata.org/entity/Q411887,https://go.drugbank.com/drugs/DB00989
DB00990,Exemestane,http://www.wikidata.org/entity/Q418819,https://go.drugbank.com/drugs/DB00990
DB00991,Oxaprozin,http://www.wikidata.org/entity/Q1749609,https://go.drugbank.com/drugs/DB00991
DB00992,"Methyl aminolevulinate",,https://go.drugbank.com/drugs/DB00992
DB00993,Azathioprine,http://www.wikidata.org/entity/Q18939,https://go.drugbank.com/drugs/DB00993
DB00994,Neomycin,,https://go.drugbank.com/drugs/DB00994
DB00995,Auranofin,http://www.wikidata.org/entity/Q421230,https://go.drugbank.com/drugs/DB00995
DB00996,Gabapentin,http://www.wikidata.org/entity/Q410352,https://go.drugbank.com/drugs/DB00996
DB00997,Doxorubicin,http://www.wikidata.org/entity/Q18936,https://go.drugbank.com/drugs/DB00997
DB00998,Frovatriptan,,https://go.drugbank.com/drugs/DB00998
DB00999,Hydrochlorothiazide,http://www.wikidata.org/entity/Q423930,https://go.drugbank.com/drugs/DB00999
DB01000,Cyclacillin,,https://go.drugbank.com/drugs/DB01000
DB01001,Salbutamol,http://www.wikidata.org/entity/Q410358,https://go.drugbank.com/drugs/DB01001
DB01002,Levobupivacaine,,https://go.drugbank.com/drugs/DB01002
DB01003,"Cromoglicic acid",http://www.wikidata.org/entity/Q416427,https://go.drugbank.com/drugs/DB01003
DB01004,Ganciclovir,http://www.wikidata.org/entity/Q417640,https://go.drugbank.com/drugs/DB01004
DB01005,Hydroxyurea,http://www.wikidata.org/entity/Q212272,https://go.drugbank.com/drugs/DB01005
DB01006,Letrozole,http://www.wikidata.org/entity/Q194974,https://go.drugbank.com/drugs/DB01006
DB01007,Tioconazole,,https://go.drugbank.com/drugs/DB01007
DB01008,Busulfan,http://www.wikidata.org/entity/Q348922,https://go.drugbank.com/drugs/DB01008
DB01009,Ketoprofen,,https://go.drugbank.com/drugs/DB01009
DB01010,Edrophonium,,https://go.drugbank.com/drugs/DB01010
DB01011,Metyrapone,,https://go.drugbank.com/drugs/DB01011
DB01012,Cinacalcet,,https://go.drugbank.com/drugs/DB01012
DB01013,"Clobetasol propionate",,https://go.drugbank.com/drugs/DB01013
DB01014,Balsalazide,http://www.wikidata.org/entity/Q347337,https://go.drugbank.com/drugs/DB01014
DB01015,Sulfamethoxazole,,https://go.drugbank.com/drugs/DB01015
DB01016,Glyburide,http://www.wikidata.org/entity/Q420626,https://go.drugbank.com/drugs/DB01016
DB01017,Minocycline,http://www.wikidata.org/entity/Q415336,https://go.drugbank.com/drugs/DB01017
DB01018,Guanfacine,http://www.wikidata.org/entity/Q5613599,https://go.drugbank.com/drugs/DB01018
DB01019,Bethanechol,http://www.wikidata.org/entity/Q419059,https://go.drugbank.com/drugs/DB01019
DB01020,"Isosorbide mononitrate",,https://go.drugbank.com/drugs/DB01020
DB01021,Trichlormethiazide,,https://go.drugbank.com/drugs/DB01021
DB01022,Phylloquinone,,https://go.drugbank.com/drugs/DB01022
DB01023,Felodipine,http://www.wikidata.org/entity/Q420644,https://go.drugbank.com/drugs/DB01023
DB01024,"Mycophenolic acid",http://www.wikidata.org/entity/Q420553,https://go.drugbank.com/drugs/DB01024
DB01025,Amlexanox,,https://go.drugbank.com/drugs/DB01025
DB01026,Ketoconazole,http://www.wikidata.org/entity/Q407883,https://go.drugbank.com/drugs/DB01026
DB01028,Methoxyflurane,,https://go.drugbank.com/drugs/DB01028
DB01029,Irbesartan,http://www.wikidata.org/entity/Q947266,https://go.drugbank.com/drugs/DB01029
DB01030,Topotecan,http://www.wikidata.org/entity/Q419953,https://go.drugbank.com/drugs/DB01030
DB01031,Ethinamate,,https://go.drugbank.com/drugs/DB01031
DB01032,Probenecid,,https://go.drugbank.com/drugs/DB01032
DB01033,Mercaptopurine,,https://go.drugbank.com/drugs/DB01033
DB01034,Cerulenin,,https://go.drugbank.com/drugs/DB01034
DB01035,Procainamide,,https://go.drugbank.com/drugs/DB01035
DB01036,Tolterodine,http://www.wikidata.org/entity/Q424312,https://go.drugbank.com/drugs/DB01036
DB01037,Selegiline,,https://go.drugbank.com/drugs/DB01037
DB01038,Carphenazine,,https://go.drugbank.com/drugs/DB01038
DB01039,Fenofibrate,,https://go.drugbank.com/drugs/DB01039
DB01041,Thalidomide,http://www.wikidata.org/entity/Q203174,https://go.drugbank.com/drugs/DB01041
DB01042,Melphalan,http://www.wikidata.org/entity/Q2298283,https://go.drugbank.com/drugs/DB01042
DB01043,Memantine,http://www.wikidata.org/entity/Q412189,https://go.drugbank.com/drugs/DB01043
DB01044,Gatifloxacin,,https://go.drugbank.com/drugs/DB01044
DB01045,Rifampicin,http://www.wikidata.org/entity/Q422652,https://go.drugbank.com/drugs/DB01045
DB01046,Lubiprostone,http://www.wikidata.org/entity/Q6695342,https://go.drugbank.com/drugs/DB01046
DB01047,Fluocinonide,http://www.wikidata.org/entity/Q5462791,https://go.drugbank.com/drugs/DB01047
DB01048,Abacavir,http://www.wikidata.org/entity/Q304330,https://go.drugbank.com/drugs/DB01048
DB01049,"Ergoloid mesylate",,https://go.drugbank.com/drugs/DB01049
DB01050,Ibuprofen,http://www.wikidata.org/entity/Q186969,https://go.drugbank.com/drugs/DB01050
DB01051,Novobiocin,,https://go.drugbank.com/drugs/DB01051
DB01053,Benzylpenicillin,http://www.wikidata.org/entity/Q258450,https://go.drugbank.com/drugs/DB01053
DB01054,Nitrendipine,,https://go.drugbank.com/drugs/DB01054
DB01055,Mimosine,,https://go.drugbank.com/drugs/DB01055
DB01056,Tocainide,,https://go.drugbank.com/drugs/DB01056
DB01057,Echothiophate,,https://go.drugbank.com/drugs/DB01057
DB01058,Praziquantel,http://www.wikidata.org/entity/Q424145,https://go.drugbank.com/drugs/DB01058
DB01059,Norfloxacin,,https://go.drugbank.com/drugs/DB01059
DB01060,Amoxicillin,http://www.wikidata.org/entity/Q201928,https://go.drugbank.com/drugs/DB01060
DB01061,Azlocillin,,https://go.drugbank.com/drugs/DB01061
DB01062,Oxybutynin,,https://go.drugbank.com/drugs/DB01062
DB01063,Acetophenazine,,https://go.drugbank.com/drugs/DB01063
DB01064,Isoprenaline,,https://go.drugbank.com/drugs/DB01064
DB01065,Melatonin,,https://go.drugbank.com/drugs/DB01065
DB01066,Cefditoren,http://www.wikidata.org/entity/Q3664175,https://go.drugbank.com/drugs/DB01066
DB01067,Glipizide,http://www.wikidata.org/entity/Q3108899,https://go.drugbank.com/drugs/DB01067
DB01068,Clonazepam,http://www.wikidata.org/entity/Q407988,https://go.drugbank.com/drugs/DB01068
DB01069,Promethazine,http://www.wikidata.org/entity/Q422970,https://go.drugbank.com/drugs/DB01069
DB01070,Dihydrotachysterol,,https://go.drugbank.com/drugs/DB01070
DB01071,Mequitazine,,https://go.drugbank.com/drugs/DB01071
DB01072,Atazanavir,,https://go.drugbank.com/drugs/DB01072
DB01073,Fludarabine,,https://go.drugbank.com/drugs/DB01073
DB01074,Perhexiline,,https://go.drugbank.com/drugs/DB01074
DB01075,Diphenhydramine,,https://go.drugbank.com/drugs/DB01075
DB01076,Atorvastatin,http://www.wikidata.org/entity/Q668093,https://go.drugbank.com/drugs/DB01076
DB01077,"Etidronic acid",,https://go.drugbank.com/drugs/DB01077
DB01078,Deslanoside,,https://go.drugbank.com/drugs/DB01078
DB01079,Tegaserod,,https://go.drugbank.com/drugs/DB01079
DB01080,Vigabatrin,http://www.wikidata.org/entity/Q421663,https://go.drugbank.com/drugs/DB01080
DB01081,Diphenoxylate,,https://go.drugbank.com/drugs/DB01081
DB01082,Streptomycin,,https://go.drugbank.com/drugs/DB01082
DB01083,Orlistat,http://www.wikidata.org/entity/Q424163,https://go.drugbank.com/drugs/DB01083
DB01084,Emedastine,http://www.wikidata.org/entity/Q5370305,https://go.drugbank.com/drugs/DB01084
DB01085,Pilocarpine,http://www.wikidata.org/entity/Q411461,https://go.drugbank.com/drugs/DB01085
DB01086,Benzocaine,,https://go.drugbank.com/drugs/DB01086
DB01087,Primaquine,,https://go.drugbank.com/drugs/DB01087
DB01088,Iloprost,http://www.wikidata.org/entity/Q20817139,https://go.drugbank.com/drugs/DB01088
DB01089,Deserpidine,,https://go.drugbank.com/drugs/DB01089
DB01090,Pentolinium,,https://go.drugbank.com/drugs/DB01090
DB01091,Butenafine,,https://go.drugbank.com/drugs/DB01091
DB01092,Ouabain,,https://go.drugbank.com/drugs/DB01092
DB01093,"Dimethyl sulfoxide",,https://go.drugbank.com/drugs/DB01093
DB01094,Hesperetin,,https://go.drugbank.com/drugs/DB01094
DB01095,Fluvastatin,,https://go.drugbank.com/drugs/DB01095
DB01096,Oxamniquine,,https://go.drugbank.com/drugs/DB01096
DB01097,Leflunomide,http://www.wikidata.org/entity/Q248550,https://go.drugbank.com/drugs/DB01097
DB01098,Rosuvastatin,http://www.wikidata.org/entity/Q415159,https://go.drugbank.com/drugs/DB01098
DB01099,Flucytosine,http://www.wikidata.org/entity/Q238490,https://go.drugbank.com/drugs/DB01099
DB01100,Pimozide,http://www.wikidata.org/entity/Q144085,https://go.drugbank.com/drugs/DB01100
DB01101,Capecitabine,http://www.wikidata.org/entity/Q420207,https://go.drugbank.com/drugs/DB01101
DB01102,Arbutamine,,https://go.drugbank.com/drugs/DB01102
DB01103,Quinacrine,,https://go.drugbank.com/drugs/DB01103
DB01104,Sertraline,http://www.wikidata.org/entity/Q407617,https://go.drugbank.com/drugs/DB01104
DB01105,Sibutramine,,https://go.drugbank.com/drugs/DB01105
DB01106,Levocabastine,,https://go.drugbank.com/drugs/DB01106
DB01107,Methyprylon,,https://go.drugbank.com/drugs/DB01107
DB01108,Trilostane,,https://go.drugbank.com/drugs/DB01108
DB01109,Heparin,,https://go.drugbank.com/drugs/DB01109
DB01110,Miconazole,,https://go.drugbank.com/drugs/DB01110
DB01111,Colistimethate,,https://go.drugbank.com/drugs/DB01111
DB01112,Cefuroxime,http://www.wikidata.org/entity/Q413728,https://go.drugbank.com/drugs/DB01112
DB01113,Papaverine,,https://go.drugbank.com/drugs/DB01113
DB01114,Chlorpheniramine,,https://go.drugbank.com/drugs/DB01114
DB01115,Nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
DB01116,Trimethaphan,,https://go.drugbank.com/drugs/DB01116
DB01117,Atovaquone,http://www.wikidata.org/entity/Q418179,https://go.drugbank.com/drugs/DB01117
DB01118,Amiodarone,http://www.wikidata.org/entity/Q410061,https://go.drugbank.com/drugs/DB01118
DB01119,Diazoxide,http://www.wikidata.org/entity/Q420009,https://go.drugbank.com/drugs/DB01119
DB01120,Gliclazide,,https://go.drugbank.com/drugs/DB01120
DB01121,Phenacemide,,https://go.drugbank.com/drugs/DB01121
DB01122,Ambenonium,,https://go.drugbank.com/drugs/DB01122
DB01123,Proflavine,,https://go.drugbank.com/drugs/DB01123
DB01124,Tolbutamide,,https://go.drugbank.com/drugs/DB01124
DB01125,Anisindione,,https://go.drugbank.com/drugs/DB01125
DB01126,Dutasteride,http://www.wikidata.org/entity/Q424760,https://go.drugbank.com/drugs/DB01126
DB01127,Econazole,http://www.wikidata.org/entity/Q417141,https://go.drugbank.com/drugs/DB01127
DB01128,Bicalutamide,http://www.wikidata.org/entity/Q1988832,https://go.drugbank.com/drugs/DB01128
DB01129,Rabeprazole,http://www.wikidata.org/entity/Q3515,https://go.drugbank.com/drugs/DB01129
DB01130,Prednicarbate,http://www.wikidata.org/entity/Q4376623,https://go.drugbank.com/drugs/DB01130
DB01131,Proguanil,,https://go.drugbank.com/drugs/DB01131
DB01132,Pioglitazone,http://www.wikidata.org/entity/Q417765,https://go.drugbank.com/drugs/DB01132
DB01133,"Tiludronic acid",,https://go.drugbank.com/drugs/DB01133
DB01134,"Desoxycorticosterone pivalate",,https://go.drugbank.com/drugs/DB01134
DB01135,Doxacurium,,https://go.drugbank.com/drugs/DB01135
DB01136,Carvedilol,http://www.wikidata.org/entity/Q412534,https://go.drugbank.com/drugs/DB01136
DB01137,Levofloxacin,http://www.wikidata.org/entity/Q424193,https://go.drugbank.com/drugs/DB01137
DB01138,Sulfinpyrazone,,https://go.drugbank.com/drugs/DB01138
DB01139,Cefapirin,,https://go.drugbank.com/drugs/DB01139
DB01140,Cefadroxil,,https://go.drugbank.com/drugs/DB01140
DB01141,Micafungin,http://www.wikidata.org/entity/Q6827850,https://go.drugbank.com/drugs/DB01141
DB01142,Doxepin,,https://go.drugbank.com/drugs/DB01142
DB01143,Amifostine,,https://go.drugbank.com/drugs/DB01143
DB01144,Diclofenamide,http://www.wikidata.org/entity/Q3706987,https://go.drugbank.com/drugs/DB01144
DB01145,Sulfoxone,,https://go.drugbank.com/drugs/DB01145
DB01146,Diphenylpyraline,,https://go.drugbank.com/drugs/DB01146
DB01147,Cloxacillin,,https://go.drugbank.com/drugs/DB01147
DB01148,Flavoxate,,https://go.drugbank.com/drugs/DB01148
DB01149,Nefazodone,,https://go.drugbank.com/drugs/DB01149
DB01150,Cefprozil,,https://go.drugbank.com/drugs/DB01150
DB01151,Desipramine,http://www.wikidata.org/entity/Q423288,https://go.drugbank.com/drugs/DB01151
DB01152,Candicidin,,https://go.drugbank.com/drugs/DB01152
DB01153,Sertaconazole,,https://go.drugbank.com/drugs/DB01153
DB01154,Thiamylal,,https://go.drugbank.com/drugs/DB01154
DB01155,Gemifloxacin,http://www.wikidata.org/entity/Q1639595,https://go.drugbank.com/drugs/DB01155
DB01156,Bupropion,http://www.wikidata.org/entity/Q834280,https://go.drugbank.com/drugs/DB01156
DB01157,Trimetrexate,,https://go.drugbank.com/drugs/DB01157
DB01158,Bretylium,,https://go.drugbank.com/drugs/DB01158
DB01159,Halothane,,https://go.drugbank.com/drugs/DB01159
DB01160,"Dinoprost tromethamine",,https://go.drugbank.com/drugs/DB01160
DB01161,Chloroprocaine,http://www.wikidata.org/entity/Q2964133,https://go.drugbank.com/drugs/DB01161
DB01162,Terazosin,,https://go.drugbank.com/drugs/DB01162
DB01163,Amdinocillin,,https://go.drugbank.com/drugs/DB01163
DB01164,"Calcium chloride",,https://go.drugbank.com/drugs/DB01164
DB01165,Ofloxacin,,https://go.drugbank.com/drugs/DB01165
DB01166,Cilostazol,,https://go.drugbank.com/drugs/DB01166
DB01167,Itraconazole,,https://go.drugbank.com/drugs/DB01167
DB01168,Procarbazine,http://www.wikidata.org/entity/Q418656,https://go.drugbank.com/drugs/DB01168
DB01169,"Arsenic trioxide",http://www.wikidata.org/entity/Q7739,https://go.drugbank.com/drugs/DB01169
DB01170,Guanethidine,,https://go.drugbank.com/drugs/DB01170
DB01171,Moclobemide,,https://go.drugbank.com/drugs/DB01171
DB01172,Kanamycin,,https://go.drugbank.com/drugs/DB01172
DB01173,Orphenadrine,,https://go.drugbank.com/drugs/DB01173
DB01174,Phenobarbital,,https://go.drugbank.com/drugs/DB01174
DB01175,Escitalopram,http://www.wikidata.org/entity/Q423757,https://go.drugbank.com/drugs/DB01175
DB01176,Cyclizine,,https://go.drugbank.com/drugs/DB01176
DB01177,Idarubicin,http://www.wikidata.org/entity/Q1063862,https://go.drugbank.com/drugs/DB01177
DB01178,Chlormezanone,,https://go.drugbank.com/drugs/DB01178
DB01179,Podofilox,http://www.wikidata.org/entity/Q421193,https://go.drugbank.com/drugs/DB01179
DB01180,Rescinnamine,,https://go.drugbank.com/drugs/DB01180
DB01181,Ifosfamide,http://www.wikidata.org/entity/Q418560,https://go.drugbank.com/drugs/DB01181
DB01182,Propafenone,http://www.wikidata.org/entity/Q662511,https://go.drugbank.com/drugs/DB01182
DB01183,Naloxone,http://www.wikidata.org/entity/Q282902,https://go.drugbank.com/drugs/DB01183
DB01184,Domperidone,,https://go.drugbank.com/drugs/DB01184
DB01185,Fluoxymesterone,http://www.wikidata.org/entity/Q410663,https://go.drugbank.com/drugs/DB01185
DB01186,Pergolide,,https://go.drugbank.com/drugs/DB01186
DB01187,Iophendylate,,https://go.drugbank.com/drugs/DB01187
DB01188,Ciclopirox,http://www.wikidata.org/entity/Q419468,https://go.drugbank.com/drugs/DB01188
DB01189,Desflurane,http://www.wikidata.org/entity/Q419383,https://go.drugbank.com/drugs/DB01189
DB01190,Clindamycin,http://www.wikidata.org/entity/Q422273,https://go.drugbank.com/drugs/DB01190
DB01191,Dexfenfluramine,,https://go.drugbank.com/drugs/DB01191
DB01192,Oxymorphone,http://www.wikidata.org/entity/Q423380,https://go.drugbank.com/drugs/DB01192
DB01193,Acebutolol,http://www.wikidata.org/entity/Q418857,https://go.drugbank.com/drugs/DB01193
DB01194,Brinzolamide,http://www.wikidata.org/entity/Q411517,https://go.drugbank.com/drugs/DB01194
DB01195,Flecainide,http://www.wikidata.org/entity/Q421381,https://go.drugbank.com/drugs/DB01195
DB01196,Estramustine,http://www.wikidata.org/entity/Q412939,https://go.drugbank.com/drugs/DB01196
DB01197,Captopril,,https://go.drugbank.com/drugs/DB01197
DB01198,Zopiclone,,https://go.drugbank.com/drugs/DB01198
DB01199,Tubocurarine,,https://go.drugbank.com/drugs/DB01199
DB01200,Bromocriptine,http://www.wikidata.org/entity/Q413581,https://go.drugbank.com/drugs/DB01200
DB01201,Rifapentine,http://www.wikidata.org/entity/Q3935297,https://go.drugbank.com/drugs/DB01201
DB01202,Levetiracetam,http://www.wikidata.org/entity/Q417227,https://go.drugbank.com/drugs/DB01202
DB01203,Nadolol,http://www.wikidata.org/entity/Q424952,https://go.drugbank.com/drugs/DB01203
DB01204,Mitoxantrone,,https://go.drugbank.com/drugs/DB01204
DB01205,Flumazenil,,https://go.drugbank.com/drugs/DB01205
DB01206,Lomustine,http://www.wikidata.org/entity/Q415378,https://go.drugbank.com/drugs/DB01206
DB01207,Ridogrel,,https://go.drugbank.com/drugs/DB01207
DB01208,Sparfloxacin,,https://go.drugbank.com/drugs/DB01208
DB01209,Dezocine,,https://go.drugbank.com/drugs/DB01209
DB01210,Levobunolol,http://www.wikidata.org/entity/Q408556,https://go.drugbank.com/drugs/DB01210
DB01211,Clarithromycin,http://www.wikidata.org/entity/Q118551,https://go.drugbank.com/drugs/DB01211
DB01212,Ceftriaxone,http://www.wikidata.org/entity/Q421713,https://go.drugbank.com/drugs/DB01212
DB01213,Fomepizole,,https://go.drugbank.com/drugs/DB01213
DB01214,Metipranolol,,https://go.drugbank.com/drugs/DB01214
DB01215,Estazolam,,https://go.drugbank.com/drugs/DB01215
DB01216,Finasteride,http://www.wikidata.org/entity/Q424167,https://go.drugbank.com/drugs/DB01216
DB01217,Anastrozole,http://www.wikidata.org/entity/Q419143,https://go.drugbank.com/drugs/DB01217
DB01218,Halofantrine,,https://go.drugbank.com/drugs/DB01218
DB01219,Dantrolene,http://www.wikidata.org/entity/Q421274,https://go.drugbank.com/drugs/DB01219
DB01220,Rifaximin,http://www.wikidata.org/entity/Q416073,https://go.drugbank.com/drugs/DB01220
DB01221,Ketamine,,https://go.drugbank.com/drugs/DB01221
DB01222,Budesonide,,https://go.drugbank.com/drugs/DB01222
DB01223,Aminophylline,,https://go.drugbank.com/drugs/DB01223
DB01224,Quetiapine,http://www.wikidata.org/entity/Q408535,https://go.drugbank.com/drugs/DB01224
DB01225,Enoxaparin,,https://go.drugbank.com/drugs/DB01225
DB01226,Mivacurium,,https://go.drugbank.com/drugs/DB01226
DB01227,Levacetylmethadol,http://www.wikidata.org/entity/Q411799,https://go.drugbank.com/drugs/DB01227
DB01228,Encainide,,https://go.drugbank.com/drugs/DB01228
DB01229,Paclitaxel,http://www.wikidata.org/entity/Q423762,https://go.drugbank.com/drugs/DB01229
DB01230,Pemoline,,https://go.drugbank.com/drugs/DB01230
DB01231,Diphenidol,,https://go.drugbank.com/drugs/DB01231
DB01232,Saquinavir,http://www.wikidata.org/entity/Q422654,https://go.drugbank.com/drugs/DB01232
DB01233,Metoclopramide,http://www.wikidata.org/entity/Q421095,https://go.drugbank.com/drugs/DB01233
DB01234,Dexamethasone,http://www.wikidata.org/entity/Q422252,https://go.drugbank.com/drugs/DB01234
DB01235,Levodopa,,https://go.drugbank.com/drugs/DB01235
DB01236,Sevoflurane,,https://go.drugbank.com/drugs/DB01236
DB01237,Bromodiphenhydramine,,https://go.drugbank.com/drugs/DB01237
DB01238,Aripiprazole,http://www.wikidata.org/entity/Q411188,https://go.drugbank.com/drugs/DB01238
DB01239,Chlorprothixene,,https://go.drugbank.com/drugs/DB01239
DB01240,Epoprostenol,,https://go.drugbank.com/drugs/DB01240
DB01241,Gemfibrozil,http://www.wikidata.org/entity/Q384295,https://go.drugbank.com/drugs/DB01241
DB01242,Clomipramine,http://www.wikidata.org/entity/Q58713,https://go.drugbank.com/drugs/DB01242
DB01243,Chloroxine,,https://go.drugbank.com/drugs/DB01243
DB01244,Bepridil,,https://go.drugbank.com/drugs/DB01244
DB01245,Decamethonium,,https://go.drugbank.com/drugs/DB01245
DB01246,Alimemazine,,https://go.drugbank.com/drugs/DB01246
DB01247,Isocarboxazid,http://www.wikidata.org/entity/Q409595,https://go.drugbank.com/drugs/DB01247
DB01248,Docetaxel,http://www.wikidata.org/entity/Q420436,https://go.drugbank.com/drugs/DB01248
DB01249,Iodixanol,,https://go.drugbank.com/drugs/DB01249
DB01250,Olsalazine,http://www.wikidata.org/entity/Q347621,https://go.drugbank.com/drugs/DB01250
DB01251,Gliquidone,,https://go.drugbank.com/drugs/DB01251
DB01252,Mitiglinide,,https://go.drugbank.com/drugs/DB01252
DB01253,Ergometrine,,https://go.drugbank.com/drugs/DB01253
DB01254,Dasatinib,,https://go.drugbank.com/drugs/DB01254
DB01255,Lisdexamfetamine,http://www.wikidata.org/entity/Q6558704,https://go.drugbank.com/drugs/DB01255
DB01256,Retapamulin,,https://go.drugbank.com/drugs/DB01256
DB01257,Eculizumab,http://www.wikidata.org/entity/Q421617,https://go.drugbank.com/drugs/DB01257
DB01259,Lapatinib,http://www.wikidata.org/entity/Q420323,https://go.drugbank.com/drugs/DB01259
DB01260,Desonide,http://www.wikidata.org/entity/Q904011,https://go.drugbank.com/drugs/DB01260
DB01261,Sitagliptin,http://www.wikidata.org/entity/Q419832,https://go.drugbank.com/drugs/DB01261
DB01262,Decitabine,http://www.wikidata.org/entity/Q1181878,https://go.drugbank.com/drugs/DB01262
DB01263,Posaconazole,http://www.wikidata.org/entity/Q906453,https://go.drugbank.com/drugs/DB01263
DB01264,Darunavir,http://www.wikidata.org/entity/Q3765251,https://go.drugbank.com/drugs/DB01264
DB01265,Telbivudine,http://www.wikidata.org/entity/Q413621,https://go.drugbank.com/drugs/DB01265
DB01266,Sinecatechins,,https://go.drugbank.com/drugs/DB01266
DB01267,Paliperidone,http://www.wikidata.org/entity/Q423292,https://go.drugbank.com/drugs/DB01267
DB01268,Sunitinib,http://www.wikidata.org/entity/Q417542,https://go.drugbank.com/drugs/DB01268
DB01269,Panitumumab,http://www.wikidata.org/entity/Q417775,https://go.drugbank.com/drugs/DB01269
DB01270,Ranibizumab,http://www.wikidata.org/entity/Q414270,https://go.drugbank.com/drugs/DB01270
DB01271,Idursulfase,http://www.wikidata.org/entity/Q415801,https://go.drugbank.com/drugs/DB01271
DB01272,"Alglucosidase alfa",http://www.wikidata.org/entity/Q2919537,https://go.drugbank.com/drugs/DB01272
DB01273,Varenicline,,https://go.drugbank.com/drugs/DB01273
DB01274,Arformoterol,,https://go.drugbank.com/drugs/DB01274
DB01275,Hydralazine,,https://go.drugbank.com/drugs/DB01275
DB01276,Exenatide,http://www.wikidata.org/entity/Q417762,https://go.drugbank.com/drugs/DB01276
DB01277,Mecasermin,,https://go.drugbank.com/drugs/DB01277
DB01278,Pramlintide,http://www.wikidata.org/entity/Q2062094,https://go.drugbank.com/drugs/DB01278
DB01279,Galsulfase,,https://go.drugbank.com/drugs/DB01279
DB01280,Nelarabine,http://www.wikidata.org/entity/Q1216264,https://go.drugbank.com/drugs/DB01280
DB01281,Abatacept,http://www.wikidata.org/entity/Q2697833,https://go.drugbank.com/drugs/DB01281
DB01282,Carbetocin,,https://go.drugbank.com/drugs/DB01282
DB01283,Lumiracoxib,,https://go.drugbank.com/drugs/DB01283
DB01284,Tetracosactide,,https://go.drugbank.com/drugs/DB01284
DB01285,Corticotropin,http://www.wikidata.org/entity/Q185690,https://go.drugbank.com/drugs/DB01285
DB01288,Fenoterol,,https://go.drugbank.com/drugs/DB01288
DB01289,Glisoxepide,,https://go.drugbank.com/drugs/DB01289
DB01291,Pirbuterol,,https://go.drugbank.com/drugs/DB01291
DB01294,"Bismuth subsalicylate",,https://go.drugbank.com/drugs/DB01294
DB01295,Bevantolol,,https://go.drugbank.com/drugs/DB01295
DB01296,Glucosamine,,https://go.drugbank.com/drugs/DB01296
DB01297,Practolol,,https://go.drugbank.com/drugs/DB01297
DB01298,Sulfacytine,,https://go.drugbank.com/drugs/DB01298
DB01299,Sulfadoxine,,https://go.drugbank.com/drugs/DB01299
DB01301,Rolitetracycline,,https://go.drugbank.com/drugs/DB01301
DB01303,Oxtriphylline,,https://go.drugbank.com/drugs/DB01303
DB01306,"Insulin aspart",http://www.wikidata.org/entity/Q2754775,https://go.drugbank.com/drugs/DB01306
DB01307,"Insulin detemir",http://www.wikidata.org/entity/Q410965,https://go.drugbank.com/drugs/DB01307
